2025-12-05 09:21:13.681 [tick=167155859] [pid=17488] [INFO] [WorkerPool] mode=FF_ONLY threads=1 | Rebuild
2025-12-05 09:21:13.681 [tick=167155859] [pid=17488] [INFO] [Rotation] trackId=0 | Enter track
2025-12-05 09:21:13.681 [tick=167155859] [pid=17488] [INFO] [Rotation] enabled=1 trackCount=0 | Init
2025-12-05 09:21:13.681 [tick=167155859] [pid=17488] [INFO] [UI] ok=1 | Profile_OnEnter RefreshAll
2025-12-05 09:21:13.681 [tick=167155859] [pid=17488] [INFO] [UI] cur=aaa ok=1 | PopulateProfilesDD on enter
2025-12-05 09:21:15.498 [tick=167157671] [pid=17488] [INFO] [WorkerPool] mode=FF_ONLY threads=1 | Rebuild
2025-12-05 09:21:15.498 [tick=167157671] [pid=17488] [INFO] [UI] name=qDPSRanHuo ok=1 | ProfilesChanged
2025-12-05 09:21:17.138 [tick=167159312] [pid=17488] [INFO] [Storage] count=3 fixedNext=0 profile=test | FS_Load_Tracks ok
2025-12-05 09:21:17.155 [tick=167159343] [pid=17488] [INFO] [Storage] count=1 profile=test | FS_Load_Gates ok
2025-12-05 09:21:17.174 [tick=167159359] [pid=17488] [INFO] [WorkerPool] mode=FF_ONLY threads=3 | Rebuild
2025-12-05 09:21:17.174 [tick=167159359] [pid=17488] [INFO] [ROI] h=677 l=56 t=151 w=189 | SetAuto OK
2025-12-05 09:21:17.174 [tick=167159359] [pid=17488] [INFO] [Rotation] trackId=251537505533300736 | Enter track
2025-12-05 09:21:17.174 [tick=167159359] [pid=17488] [INFO] [Rotation] enabled=1 trackCount=3 | Init
2025-12-05 09:21:17.175 [tick=167159359] [pid=17488] [INFO] [UI] name=test ok=1 | ProfilesChanged
2025-12-05 09:22:46.089 [tick=167248265] [pid=17488] [INFO] [UI_SkillPreset] | SkillPresetImport_Open enter
2025-12-05 09:22:47.567 [tick=167249750] [pid=17488] [INFO] [GW2_DB] specCount=81 | BuildSpecIndex
2025-12-05 09:22:47.637 [tick=167249812] [pid=17488] [INFO] [UI_SkillPreset] count=9 | Professions filled
2025-12-05 09:22:47.643 [tick=167249828] [pid=17488] [INFO] [GW2_DB] count=11 prof=Elementalist | GetSpecsByProf
2025-12-05 09:22:47.651 [tick=167249828] [pid=17488] [INFO] [UI_SkillPreset] count=11 prof=Elementalist | Specs filled
2025-12-05 09:22:47.653 [tick=167249828] [pid=17488] [INFO] [UI_SkillPreset] cat= count=290 prof=Elementalist spec=-1 weaponFilter= | Reload skills
2025-12-05 09:22:47.746 [tick=167249921] [pid=17488] [INFO] [UI_SkillPreset] cat= count=290 prof=Elementalist spec=-1 weaponFilter= | Reload skills
2025-12-05 09:22:47.799 [tick=167249984] [pid=17488] [INFO] [UI_SkillPreset] | SkillPresetImport_Open GUI created
2025-12-05 11:19:11.316 [tick=174233500] [pid=14036] [INFO] [Core] file=D:\project\AI\AHK\game-macro-client\Logs\app.log keep=5 rotateMB=10 | Logger initialized
2025-12-05 11:19:11.317 [tick=174233500] [pid=14036] [INFO] [Core] admin=Admin arch=x64 os=10.0.26100 | App start
2025-12-05 11:19:11.381 [tick=174233562] [pid=14036] [INFO] [UI] h=760 w=804 x=244 y=10 | Profile_Build begin
2025-12-05 11:19:11.454 [tick=174233640] [pid=14036] [INFO] [UI] ok=1 | PopulateProfilesDD after build
2025-12-05 11:19:11.454 [tick=174233640] [pid=14036] [INFO] [UI] | Profile_Build end
2025-12-05 11:19:11.455 [tick=174233640] [pid=14036] [INFO] [UI] | Profile_OnEnter
2025-12-05 11:19:11.455 [tick=174233640] [pid=14036] [INFO] [Storage] count=1 dir=D:\project\AI\AHK\game-macro-client\Profiles | ListProfilesValid
